loss,accuracy,precision,recall,auc,val_loss,val_accuracy,val_precision,val_recall,val_auc
0.24445666372776031,0.9011571407318115,0.5531840920448303,0.12482798844575882,0.8530223965644836,0.3604092597961426,0.8977144956588745,0.0,0.0,0.4795091152191162
0.20115774869918823,0.9131066799163818,0.6609228849411011,0.29159241914749146,0.9132043719291687,0.3496335446834564,0.8977144956588745,0.0,0.0,0.5841063261032104
0.18493929505348206,0.9197240471839905,0.6929261088371277,0.3723408877849579,0.9288944602012634,0.33302679657936096,0.8977144956588745,0.0,0.0,0.5728163719177246
0.17111057043075562,0.9256891012191772,0.7195720672607422,0.43624940514564514,0.9404933452606201,0.3290134072303772,0.8977053761482239,0.0,0.0,0.5204329490661621
0.15511734783649445,0.9331642985343933,0.7483442425727844,0.5123395323753357,0.9521431922912598,0.3345940113067627,0.8977144956588745,0.0,0.0,0.5467329621315002
0.14219151437282562,0.9392321705818176,0.772274911403656,0.5672246217727661,0.9602106809616089,0.3441612124443054,0.8977236151695251,0.0,0.0,0.5526331663131714
0.13154520094394684,0.9441565871238708,0.7914522886276245,0.6090821027755737,0.9661480188369751,0.35568884015083313,0.8977236151695251,0.0,0.0,0.5162398815155029
0.12046327441930771,0.9495219588279724,0.8119072318077087,0.6528006196022034,0.9719104766845703,0.36692240834236145,0.8977236151695251,0.0,0.0,0.4917202889919281
0.11086364090442657,0.9540568590164185,0.8301390409469604,0.6868979334831238,0.9762667417526245,0.33908185362815857,0.8977236151695251,0.0,0.0,0.6092386841773987
0.10624275356531143,0.9561986923217773,0.8389496207237244,0.7023167610168457,0.9781079888343811,0.3602733314037323,0.8977236151695251,0.0,0.0,0.5229137539863586
0.09661444276571274,0.9605028629302979,0.8569655418395996,0.7322068810462952,0.9819076061248779,0.37427854537963867,0.8977236151695251,0.0,0.0,0.5119673609733582
0.08732643723487854,0.9644472002983093,0.869926929473877,0.7630332112312317,0.98525470495224,0.3620370626449585,0.8977236151695251,0.0,0.0,0.559626579284668
0.08392254263162613,0.9661538004875183,0.8798357248306274,0.7711091637611389,0.9862772226333618,0.3490012288093567,0.8977236151695251,0.0,0.0,0.6009218692779541
0.07592686265707016,0.9696308970451355,0.8912955522537231,0.797378659248352,0.9887380599975586,0.34001854062080383,0.8977236151695251,0.0,0.0,0.671864926815033
0.07130572199821472,0.9715648293495178,0.8985959887504578,0.8107107877731323,0.9900951385498047,0.3410034477710724,0.8977419137954712,1.0,0.00017869907605927438,0.6582419872283936
0.06557595729827881,0.973874568939209,0.9068812131881714,0.826941728591919,0.9915897846221924,0.33482226729393005,0.8977693319320679,1.0,0.00044674769742414355,0.7074024677276611
0.061858221888542175,0.9754623174667358,0.9120529294013977,0.8385706543922424,0.9924020767211914,0.3736068606376648,0.8977419137954712,0.75,0.00026804860681295395,0.6444080471992493
0.05799652636051178,0.9769770503044128,0.9177572131156921,0.8487220406532288,0.9933216571807861,0.3952876627445221,0.8977602124214172,0.6111111044883728,0.0009828449692577124,0.6544512510299683
0.05340523272752762,0.9791097044944763,0.9262058734893799,0.8624376654624939,0.9942735433578491,0.40385952591896057,0.8977784514427185,0.75,0.0008041458204388618,0.6435829401016235
0.05266294255852699,0.9791656732559204,0.9258680939674377,0.8634076714515686,0.9944928884506226,0.42217954993247986,0.8973763585090637,0.13461539149284363,0.0006254467880353332,0.6215620040893555
0.048082683235406876,0.9811704158782959,0.9327185153961182,0.8773601651191711,0.9953317642211914,0.46027231216430664,0.8975865840911865,0.4117647111415863,0.003127233823761344,0.6004703044891357
0.04749416932463646,0.9813394546508789,0.9338868260383606,0.8778902888298035,0.9954262971878052,0.507457971572876,0.8903489708900452,0.06378377974033356,0.005271622911095619,0.5753397345542908
0.04313813894987106,0.9830254912376404,0.9398183822631836,0.8893387913703918,0.9961997270584106,0.5369588732719421,0.8977784514427185,0.5147058963775635,0.009381701238453388,0.5786160826683044
0.042935289442539215,0.9830803275108337,0.939339816570282,0.8904328942298889,0.9961279034614563,0.593645453453064,0.8981257081031799,0.5873016119003296,0.013223731890320778,0.5510807633399963
0.039905499666929245,0.9844179153442383,0.9443871378898621,0.8990840911865234,0.9967032074928284,0.6113588809967041,0.8985460996627808,0.65625,0.016887063160538673,0.5053750872612
0.03922410309314728,0.9846704006195068,0.9449530243873596,0.9011256694793701,0.9966957569122314,0.623727560043335,0.8980708718299866,0.5791667103767395,0.012419586069881916,0.535619854927063
0.036214858293533325,0.9856504797935486,0.9483726024627686,0.9077240228652954,0.9972764253616333,0.670434296131134,0.898226261138916,0.5825825929641724,0.01733381114900112,0.5320736169815063
0.03742217272520065,0.9853717684745789,0.9471245408058167,0.906144917011261,0.9969595074653625,0.675774872303009,0.8988568186759949,0.6589744091033936,0.02296283096075058,0.5474408864974976
0.03362901508808136,0.9869652390480042,0.9528331756591797,0.9166685342788696,0.997541606426239,0.7188612222671509,0.8897915482521057,0.1588050276041031,0.01804860681295395,0.54450923204422
0.03080957569181919,0.9880698919296265,0.9569963216781616,0.9237068295478821,0.9979351758956909,0.699520468711853,0.8916740417480469,0.19744057953357697,0.019299499690532684,0.5496487617492676
0.032086312770843506,0.987531840801239,0.9546640515327454,0.9206050038337708,0.9977489709854126,0.7467935085296631,0.8924142718315125,0.25892117619514465,0.02787705510854721,0.5510931015014648
0.029851943254470825,0.9883840084075928,0.9577205181121826,0.9261882305145264,0.9980167150497437,0.7550703287124634,0.9005016684532166,0.7804427742958069,0.03779485449194908,0.5651121139526367
0.027430031448602676,0.9893446564674377,0.9613711833953857,0.9322452545166016,0.9982654452323914,0.8158472180366516,0.8910617828369141,0.20341739058494568,0.022337384521961212,0.5363359451293945
0.027912743389606476,0.9890214204788208,0.9592711925506592,0.9311285614967346,0.9981833696365356,0.7480171918869019,0.8941962122917175,0.2933618724346161,0.024481773376464844,0.5554125905036926
0.026594143360853195,0.9897102117538452,0.9617177248001099,0.935640275478363,0.998393714427948,0.832384467124939,0.8915735483169556,0.23314829170703888,0.026268763467669487,0.5492476224899292
0.025381676852703094,0.9901362657546997,0.9631872177124023,0.9384714365005493,0.9984628558158875,0.8440365791320801,0.8897732496261597,0.230483278632164,0.03323802724480629,0.5466316342353821
0.025792572647333145,0.9898918271064758,0.9620875716209412,0.937117874622345,0.9984714984893799,0.8407154083251953,0.8924142718315125,0.27532869577407837,0.031808435916900635,0.5539106726646423
0.02445068769156933,0.9903464317321777,0.9638333320617676,0.9399489760398865,0.9985790252685547,0.8609820008277893,0.9002640843391418,0.7970085740089417,0.0333273783326149,0.5580317378044128
0.023095766082406044,0.9909964203834534,0.965728759765625,0.9446186423301697,0.998749852180481,0.8575859665870667,0.8991400599479675,0.7100270390510559,0.023409578949213028,0.537304699420929
0.024544067680835724,0.9904561042785645,0.9635735750198364,0.9413476586341858,0.9986016154289246,0.9007014632225037,0.8942328095436096,0.3333333134651184,0.034131523221731186,0.5530570149421692
0.02124926820397377,0.9916989207267761,0.967683732509613,0.9497507214546204,0.9989196062088013,0.9311692714691162,0.8999716639518738,0.7252747416496277,0.03538241609930992,0.5445359349250793
0.02121378481388092,0.9917297959327698,0.9682640433311462,0.9494574666023254,0.9989226460456848,0.8674784302711487,0.9004377126693726,0.8292682766914368,0.03341672569513321,0.553312361240387
0.02096249721944332,0.9917194843292236,0.9674540758132935,0.9502018690109253,0.9988550543785095,0.8990246057510376,0.8918111324310303,0.3057056963443756,0.04547891393303871,0.5600101351737976
0.020373228937387466,0.9920050501823425,0.9682121276855469,0.9523223638534546,0.9989659786224365,0.966245710849762,0.8960239291191101,0.43897637724876404,0.059774842113256454,0.5599901080131531
0.019538352265954018,0.9923717379570007,0.9695411324501038,0.9546684622764587,0.999036431312561,0.9153443574905396,0.9017627835273743,0.8052486777305603,0.052090778946876526,0.559345543384552
0.01885078102350235,0.9925636649131775,0.9699650406837463,0.9561799168586731,0.999057412147522,1.010796070098877,0.8999533653259277,0.7178571224212646,0.03591851517558098,0.5483563542366028
0.016051333397626877,0.9937710762023926,0.9754624962806702,0.9627106189727783,0.999351978302002,0.9521950483322144,0.9025577902793884,0.897744357585907,0.05334167554974556,0.5698657035827637
0.01981412246823311,0.9923169016838074,0.9686863422393799,0.9550068378448486,0.998912513256073,0.9622134566307068,0.9002732038497925,0.667466938495636,0.049678344279527664,0.5623183846473694
0.017856834456324577,0.9929839968681335,0.9718866944313049,0.9584470391273499,0.9991756081581116,0.910961389541626,0.9003098011016846,0.727858304977417,0.04038599133491516,0.5655001401901245
0.0172208771109581,0.9933735132217407,0.9731279611587524,0.9611089825630188,0.9991537928581238,1.0768235921859741,0.9004560112953186,0.8134171366691589,0.03466762229800224,0.5511889457702637
